Date,Open,High,Low,Close,Volume
2000-01-01,0.0,0.0,0.0,0.0,0.0
2023-11-10 00:00:00+00:00,0.0,0.0,0.0,13.25,2.0
2023-11-13 00:00:00+00:00,0.0,0.0,0.0,13.25,1.0
2023-11-14 00:00:00+00:00,0.0,0.0,0.0,13.25,0.0
2023-11-15 00:00:00+00:00,0.0,0.0,0.0,13.25,0.0
2023-11-16 00:00:00+00:00,0.0,0.0,0.0,13.25,0.0
2023-11-17 00:00:00+00:00,0.0,0.0,0.0,13.25,0.0
2023-11-20 00:00:00+00:00,0.0,0.0,0.0,13.25,0.0
2023-11-21 00:00:00+00:00,0.0,0.0,0.0,13.25,0.0
2023-11-22 00:00:00+00:00,0.0,0.0,0.0,13.25,0.0
2023-11-23 00:00:00+00:00,0.0,0.0,0.0,13.25,0.0
2023-11-24 00:00:00+00:00,0.0,0.0,0.0,13.25,0.0
2023-11-27 00:00:00+00:00,0.0,0.0,0.0,13.32,1200.0
2023-11-28 00:00:00+00:00,0.0,0.0,0.0,13.32,100.0
2023-11-29 00:00:00+00:00,0.0,0.0,0.0,13.68,300.0
2023-11-30 00:00:00+00:00,0.0,0.0,0.0,13.68,0.0
2023-12-01 00:00:00+00:00,0.0,0.0,0.0,13.75,200.0
2023-12-04 00:00:00+00:00,0.0,0.0,0.0,13.68,200.0
2023-12-05 00:00:00+00:00,0.0,0.0,0.0,13.0,100.0
2023-12-06 00:00:00+00:00,0.0,0.0,0.0,13.14,26002.0
2023-12-07 00:00:00+00:00,0.0,0.0,0.0,13.14,0.0
2023-12-08 00:00:00+00:00,0.0,0.0,0.0,13.14,0.0
2023-12-11 00:00:00+00:00,0.0,0.0,0.0,13.14,0.0
2023-12-12 00:00:00+00:00,0.0,0.0,0.0,13.9,3301.0
2023-12-13 00:00:00+00:00,0.0,0.0,0.0,13.07,9148.0
2023-12-14 00:00:00+00:00,0.0,0.0,0.0,13.75,500.0
2023-12-15 00:00:00+00:00,0.0,0.0,0.0,13.65,700.0
2023-12-18 00:00:00+00:00,0.0,0.0,0.0,13.65,46.0
2023-12-19 00:00:00+00:00,0.0,0.0,0.0,13.68,512.0
2023-12-20 00:00:00+00:00,0.0,0.0,0.0,13.47,3115.0
2023-12-21 00:00:00+00:00,0.0,0.0,0.0,13.68,1300.0
2023-12-22 00:00:00+00:00,0.0,0.0,0.0,13.68,0.0
2023-12-25 00:00:00+00:00,0.0,0.0,0.0,13.83,2300.0
2023-12-26 00:00:00+00:00,0.0,0.0,0.0,13.83,1.0
2023-12-27 00:00:00+00:00,0.0,0.0,0.0,13.47,2700.0
2023-12-28 00:00:00+00:00,0.0,0.0,0.0,13.47,300.0
2023-12-29 00:00:00+00:00,0.0,0.0,0.0,13.68,500.0
2024-01-02 00:00:00+00:00,0.0,0.0,0.0,13.47,2901.0
2024-01-03 00:00:00+00:00,0.0,0.0,0.0,13.47,0.0
2024-01-04 00:00:00+00:00,0.0,0.0,0.0,13.47,14.0
2024-01-05 00:00:00+00:00,0.0,0.0,0.0,14.04,1200.0
2024-01-08 00:00:00+00:00,0.0,0.0,0.0,13.72,500.0
2024-01-09 00:00:00+00:00,0.0,0.0,0.0,13.72,100.0
2024-01-10 00:00:00+00:00,0.0,0.0,0.0,13.72,300.0
2024-01-11 00:00:00+00:00,0.0,0.0,0.0,13.83,1700.0
2024-01-12 00:00:00+00:00,0.0,0.0,0.0,14.47,68612.0
2024-01-15 00:00:00+00:00,0.0,0.0,0.0,15.19,1700.0
2024-01-16 00:00:00+00:00,0.0,0.0,0.0,15.27,2101.0
2024-01-17 00:00:00+00:00,0.0,0.0,0.0,15.52,2102.0
2024-01-18 00:00:00+00:00,0.0,0.0,0.0,14.44,5500.0
2024-01-19 00:00:00+00:00,0.0,0.0,0.0,15.19,400.0
2024-01-22 00:00:00+00:00,0.0,0.0,0.0,15.73,200.0
2024-01-23 00:00:00+00:00,0.0,0.0,0.0,15.73,500.0
2024-01-24 00:00:00+00:00,0.0,0.0,0.0,15.73,502.0
2024-01-25 00:00:00+00:00,0.0,0.0,0.0,15.84,2000.0
2024-01-26 00:00:00+00:00,0.0,0.0,0.0,15.91,100.0
2024-01-29 00:00:00+00:00,0.0,0.0,0.0,15.84,409.0
2024-01-30 00:00:00+00:00,0.0,0.0,0.0,15.84,0.0
2024-01-31 00:00:00+00:00,0.0,0.0,0.0,14.83,2202.0
2024-02-01 00:00:00+00:00,0.0,0.0,0.0,15.84,600.0
2024-02-02 00:00:00+00:00,0.0,0.0,0.0,15.84,0.0
2024-02-05 00:00:00+00:00,0.0,0.0,0.0,15.91,8800.0
2024-02-06 00:00:00+00:00,0.0,0.0,0.0,14.94,2000.0
2024-02-07 00:00:00+00:00,0.0,0.0,0.0,15.99,4002.0
2024-02-15 00:00:00+00:00,0.0,0.0,0.0,16.2,4400.0
2024-02-16 00:00:00+00:00,0.0,0.0,0.0,16.2,45.0
2024-02-19 00:00:00+00:00,0.0,0.0,0.0,16.2,10.0
2024-02-20 00:00:00+00:00,0.0,0.0,0.0,17.21,1100.0
2024-02-21 00:00:00+00:00,0.0,0.0,0.0,16.35,501.0
2024-02-22 00:00:00+00:00,0.0,0.0,0.0,16.42,300.0
2024-02-23 00:00:00+00:00,0.0,0.0,0.0,16.42,13.0
2024-02-26 00:00:00+00:00,0.0,0.0,0.0,16.35,200.0
2024-02-27 00:00:00+00:00,0.0,0.0,0.0,16.56,2500.0
2024-02-28 00:00:00+00:00,0.0,0.0,0.0,16.92,1602.0
2024-02-29 00:00:00+00:00,0.0,0.0,0.0,16.96,3339.0
2024-03-01 00:00:00+00:00,0.0,0.0,0.0,17.28,3108.0
2024-03-04 00:00:00+00:00,0.0,0.0,0.0,17.28,600.0
2024-03-05 00:00:00+00:00,0.0,0.0,0.0,18.0,997.0
2024-03-06 00:00:00+00:00,0.0,0.0,0.0,18.0,0.0
2024-03-07 00:00:00+00:00,0.0,0.0,0.0,18.0,0.0
2024-03-08 00:00:00+00:00,0.0,0.0,0.0,17.28,1501.0
2024-03-11 00:00:00+00:00,0.0,0.0,0.0,17.21,216.0
2024-03-12 00:00:00+00:00,0.0,0.0,0.0,17.21,1210.0
2024-03-13 00:00:00+00:00,0.0,0.0,0.0,17.21,701.0
2024-03-14 00:00:00+00:00,0.0,0.0,0.0,17.21,1.0
2024-03-15 00:00:00+00:00,0.0,0.0,0.0,17.28,301.0
2024-03-18 00:00:00+00:00,0.0,0.0,0.0,17.79,2302.0
2024-03-19 00:00:00+00:00,0.0,0.0,0.0,17.79,209.0
2024-03-20 00:00:00+00:00,0.0,0.0,0.0,17.79,501.0
2024-03-21 00:00:00+00:00,0.0,0.0,0.0,17.79,0.0
2024-03-22 00:00:00+00:00,0.0,0.0,0.0,17.79,302.0
2024-03-25 00:00:00+00:00,0.0,0.0,0.0,17.79,2202.0
2024-03-26 00:00:00+00:00,0.0,0.0,0.0,17.79,1.0
2024-03-27 00:00:00+00:00,0.0,0.0,0.0,17.79,0.0
2024-03-28 00:00:00+00:00,0.0,0.0,0.0,17.79,0.0
2024-03-29 00:00:00+00:00,0.0,0.0,0.0,17.79,100.0
2024-04-01 00:00:00+00:00,0.0,0.0,0.0,17.79,0.0
2024-04-02 00:00:00+00:00,0.0,0.0,0.0,18.31,202.0
2024-04-03 00:00:00+00:00,0.0,0.0,0.0,18.01,1700.0
2024-04-04 00:00:00+00:00,0.0,0.0,0.0,18.09,818.0
2024-04-05 00:00:00+00:00,0.0,0.0,0.0,18.01,1213.0
2024-04-08 00:00:00+00:00,0.0,0.0,0.0,17.64,1100.0
2024-04-09 00:00:00+00:00,0.0,0.0,0.0,17.64,1600.0
2024-04-10 00:00:00+00:00,0.0,0.0,0.0,17.64,0.0
2024-04-11 00:00:00+00:00,0.0,0.0,0.0,17.71,2000.0
2024-04-12 00:00:00+00:00,0.0,0.0,0.0,17.79,2500.0
2024-04-15 00:00:00+00:00,0.0,0.0,0.0,17.79,0.0
2024-04-16 00:00:00+00:00,0.0,0.0,0.0,17.79,2300.0
2024-04-17 00:00:00+00:00,0.0,0.0,0.0,18.09,4000.0
2024-04-19 00:00:00+00:00,0.0,0.0,0.0,18.84,19336.0
2024-04-22 00:00:00+00:00,0.0,0.0,0.0,19.97,14202.0
2024-04-23 00:00:00+00:00,0.0,0.0,0.0,19.59,803.0
2024-04-24 00:00:00+00:00,0.0,0.0,0.0,19.59,4504.0
2024-04-25 00:00:00+00:00,0.0,0.0,0.0,19.63,800.0
2024-04-26 00:00:00+00:00,0.0,0.0,0.0,19.59,964.0
2024-05-02 00:00:00+00:00,0.0,0.0,0.0,19.63,3102.0
2024-05-03 00:00:00+00:00,0.0,0.0,0.0,19.59,5800.0
2024-05-06 00:00:00+00:00,0.0,0.0,0.0,20.27,903.0
2024-05-07 00:00:00+00:00,0.0,0.0,0.0,20.2,400.0
2024-05-08 00:00:00+00:00,0.0,0.0,0.0,20.2,3000.0
2024-05-09 00:00:00+00:00,0.0,0.0,0.0,20.27,200.0
2024-05-10 00:00:00+00:00,0.0,0.0,0.0,20.24,200.0
2024-05-13 00:00:00+00:00,0.0,0.0,0.0,20.27,1208.0
2024-05-14 00:00:00+00:00,0.0,0.0,0.0,20.27,303.0
2024-05-15 00:00:00+00:00,0.0,0.0,0.0,20.35,425.0
2024-05-16 00:00:00+00:00,0.0,0.0,0.0,20.35,4562.0
2024-05-17 00:00:00+00:00,0.0,0.0,0.0,20.5,1900.0
2024-05-20 00:00:00+00:00,0.0,0.0,0.0,20.43,1301.0
2024-05-21 00:00:00+00:00,0.0,0.0,0.0,20.47,2500.0
2024-05-22 00:00:00+00:00,0.0,0.0,0.0,20.47,1501.0
2024-05-23 00:00:00+00:00,0.0,0.0,0.0,20.54,2701.0
2024-05-24 00:00:00+00:00,0.0,0.0,0.0,20.23,5601.0
2024-05-27 00:00:00+00:00,0.0,0.0,0.0,20.23,0.0
2024-05-28 00:00:00+00:00,0.0,0.0,0.0,20.74,100.0
2024-05-29 00:00:00+00:00,0.0,0.0,0.0,20.78,742.0
2024-05-30 00:00:00+00:00,0.0,0.0,0.0,20.47,1650.0
2024-05-31 00:00:00+00:00,0.0,0.0,0.0,21.09,2600.0
2024-06-03 00:00:00+00:00,0.0,0.0,0.0,19.8,4200.0
2024-06-04 00:00:00+00:00,0.0,0.0,0.0,19.8,0.0
2024-06-05 00:00:00+00:00,0.0,0.0,0.0,20.86,300.0
2024-06-06 00:00:00+00:00,0.0,0.0,0.0,20.93,903.0
2024-06-07 00:00:00+00:00,0.0,0.0,0.0,21.32,1700.0
2024-06-10 00:00:00+00:00,0.0,0.0,0.0,21.32,1101.0
2024-06-11 00:00:00+00:00,0.0,0.0,0.0,21.32,1500.0
2024-06-12 00:00:00+00:00,0.0,0.0,0.0,21.87,1102.0
2024-06-13 00:00:00+00:00,0.0,0.0,0.0,22.65,3000.0
2024-06-14 00:00:00+00:00,0.0,0.0,0.0,22.57,800.0
2024-06-17 00:00:00+00:00,0.0,0.0,0.0,22.61,3400.0
2024-06-18 00:00:00+00:00,0.0,0.0,0.0,22.65,4000.0
2024-06-19 00:00:00+00:00,0.0,0.0,0.0,22.61,1700.0
2024-06-20 00:00:00+00:00,0.0,0.0,0.0,22.61,1007.0
2024-06-21 00:00:00+00:00,0.0,0.0,0.0,21.44,4117.0
2024-06-24 00:00:00+00:00,0.0,0.0,0.0,21.48,2302.0
2024-06-25 00:00:00+00:00,0.0,0.0,0.0,22.57,1101.0
2024-06-26 00:00:00+00:00,0.0,0.0,0.0,22.54,2100.0
2024-06-27 00:00:00+00:00,0.0,0.0,0.0,22.54,708.0
2024-06-28 00:00:00+00:00,0.0,0.0,0.0,21.75,612.0
2024-07-01 00:00:00+00:00,0.0,0.0,0.0,21.75,37.0
2024-07-02 00:00:00+00:00,0.0,0.0,0.0,23.08,1200.0
2024-07-03 00:00:00+00:00,0.0,0.0,0.0,23.24,1800.0
2024-07-04 00:00:00+00:00,0.0,0.0,0.0,23.16,500.0
2024-07-05 00:00:00+00:00,0.0,0.0,0.0,23.16,0.0
2024-07-08 00:00:00+00:00,0.0,0.0,0.0,23.32,1700.0
2024-07-09 00:00:00+00:00,0.0,0.0,0.0,23.32,1604.0
2024-07-10 00:00:00+00:00,0.0,0.0,0.0,23.32,0.0
2024-07-11 00:00:00+00:00,0.0,0.0,0.0,23.32,300.0
2024-07-12 00:00:00+00:00,0.0,0.0,0.0,23.32,1201.0
2024-07-15 00:00:00+00:00,0.0,0.0,0.0,23.32,900.0
2024-07-16 00:00:00+00:00,0.0,0.0,0.0,23.32,2600.0
2024-07-17 00:00:00+00:00,0.0,0.0,0.0,22.2,1500.0
2024-07-18 00:00:00+00:00,0.0,0.0,0.0,22.4,103.0
2024-07-19 00:00:00+00:00,0.0,0.0,0.0,23.44,4501.0
2024-07-22 00:00:00+00:00,0.0,0.0,0.0,25.05,13136.0
2024-07-23 00:00:00+00:00,0.0,0.0,0.0,26.78,6026.0
2024-07-24 00:00:00+00:00,0.0,0.0,0.0,25.82,14765.0
2024-07-25 00:00:00+00:00,0.0,0.0,0.0,26.38,1934.0
2024-07-26 00:00:00+00:00,0.0,0.0,0.0,26.46,2315.0
2024-07-29 00:00:00+00:00,0.0,0.0,0.0,26.94,4111.0
