Date,Open,High,Low,Close,Volume
2000-01-01,0.0,0.0,0.0,0.0,0.0
2023-11-10 00:00:00+00:00,0.0,0.0,0.0,11.79,485206.0
2023-11-13 00:00:00+00:00,0.0,0.0,0.0,11.62,238481.0
2023-11-14 00:00:00+00:00,0.0,0.0,0.0,11.97,1201650.0
2023-11-15 00:00:00+00:00,0.0,0.0,0.0,11.71,484725.0
2023-11-16 00:00:00+00:00,0.0,0.0,0.0,11.84,290362.0
2023-11-17 00:00:00+00:00,0.0,0.0,0.0,11.62,727313.0
2023-11-20 00:00:00+00:00,0.0,0.0,0.0,11.45,323705.0
2023-11-21 00:00:00+00:00,0.0,0.0,0.0,11.71,216145.0
2023-11-22 00:00:00+00:00,0.0,0.0,0.0,11.71,235437.0
2023-11-23 00:00:00+00:00,0.0,0.0,0.0,11.54,346736.0
2023-11-24 00:00:00+00:00,0.0,0.0,0.0,11.54,389182.0
2023-11-27 00:00:00+00:00,0.0,0.0,0.0,11.28,202134.0
2023-11-28 00:00:00+00:00,0.0,0.0,0.0,11.32,139622.0
2023-11-29 00:00:00+00:00,0.0,0.0,0.0,11.36,219203.0
2023-11-30 00:00:00+00:00,0.0,0.0,0.0,11.23,170617.0
2023-12-01 00:00:00+00:00,0.0,0.0,0.0,11.23,184399.0
2023-12-04 00:00:00+00:00,0.0,0.0,0.0,11.41,273789.0
2023-12-05 00:00:00+00:00,0.0,0.0,0.0,11.49,508308.0
2023-12-06 00:00:00+00:00,0.0,0.0,0.0,11.84,481552.0
2023-12-07 00:00:00+00:00,0.0,0.0,0.0,11.88,926907.0
2023-12-08 00:00:00+00:00,0.0,0.0,0.0,12.27,988784.0
2023-12-11 00:00:00+00:00,0.0,0.0,0.0,12.05,485826.0
2023-12-12 00:00:00+00:00,0.0,0.0,0.0,11.92,373723.0
2023-12-13 00:00:00+00:00,0.0,0.0,0.0,11.75,442881.0
2023-12-14 00:00:00+00:00,0.0,0.0,0.0,11.62,308262.0
2023-12-15 00:00:00+00:00,0.0,0.0,0.0,11.62,274033.0
2023-12-18 00:00:00+00:00,0.0,0.0,0.0,11.36,249337.0
2023-12-19 00:00:00+00:00,0.0,0.0,0.0,11.41,200051.0
2023-12-20 00:00:00+00:00,0.0,0.0,0.0,11.45,156506.0
2023-12-21 00:00:00+00:00,0.0,0.0,0.0,11.41,279428.0
2023-12-22 00:00:00+00:00,0.0,0.0,0.0,11.36,154411.0
2023-12-25 00:00:00+00:00,0.0,0.0,0.0,11.41,288214.0
2023-12-26 00:00:00+00:00,0.0,0.0,0.0,11.36,322035.0
2023-12-27 00:00:00+00:00,0.0,0.0,0.0,11.32,190641.0
2023-12-28 00:00:00+00:00,0.0,0.0,0.0,11.23,222740.0
2023-12-29 00:00:00+00:00,0.0,0.0,0.0,11.36,295978.0
2024-01-02 00:00:00+00:00,0.0,0.0,0.0,11.28,337419.0
2024-01-03 00:00:00+00:00,0.0,0.0,0.0,11.92,1494536.0
2024-01-04 00:00:00+00:00,0.0,0.0,0.0,11.84,516286.0
2024-01-05 00:00:00+00:00,0.0,0.0,0.0,11.92,651697.0
2024-01-08 00:00:00+00:00,0.0,0.0,0.0,11.79,686702.0
2024-01-09 00:00:00+00:00,0.0,0.0,0.0,11.66,318376.0
2024-01-10 00:00:00+00:00,0.0,0.0,0.0,11.54,245894.0
2024-01-11 00:00:00+00:00,0.0,0.0,0.0,11.45,295917.0
2024-01-12 00:00:00+00:00,0.0,0.0,0.0,11.02,826624.0
2024-01-15 00:00:00+00:00,0.0,0.0,0.0,10.98,431728.0
